tenantInstitutionId,tenantInstitutionName,sector,industry_group,industry,sub_industry
940574942,"Carousel Industries of North America, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
1659070444,The Pittsburgh Trust For Cultural Resources,,,,
4291904751,"Banc of America Practice Solutions, Inc.",Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
2849735667,"Togut, Segal & Segal, LLP",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
603257785,"Clarkston Consulting, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3731436835,"Klestadt Winters Jureller Southard & Stevens, LLP",,,,
762498056,John A. Hartford Foundation,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings
923295546,"Jackson Hole Management Company, Inc.",,,,
2223641242,"Carlyle Consulting Services, Inc.",,,,
3208352619,"Altura Capital Group, LLC, Research Division",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
938598469,"Acme Studios, Inc.",,,,
3211262787,SkyFund,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2670046108,Trombino Music Centers Inc,,,,
2161160122,"Horton International, LLC",Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
2046252369,"Medical Knowledge Group, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
578377203,Wyng Inc.,Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
2384448126,"Synapse Medical Communications, LLC",,,,
631460236,First Evangelical Lutheran Church & School,,,,
2541287542,AFCO Credit Corporation,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
783126976,Caso,,,,
474669509,Caneel Inc.,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
3647964013,"Breakstone Group, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2758244950,"Peppercom, Inc.",Communication Services,Media and Entertainment,Media,Advertising
4163765741,Enterprise Visions Inc.,,,,
2549043735,"Gyrodyne, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
3819097043,"H Partners Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
985431206,SIAR Capital,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1846059760,TransPerfect Translations International Inc.,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
3470866500,"Moulton Logistics Management, Inc.",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics
772227611,"Vetta Jewelry, Inc.",,,,
3652157345,G&S Investors,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
464239734,"Bennett, Bricklin & Saltzburg LLP",,,,
1539180565,"American Neighborhood Mortgage Acceptance Company, LLC",Financials,Banks,Thrifts and Mortgage Finance,Thrifts and Mortgage Finance
2852700316,"ADP/Statewide Insurance Agencies, Inc.",Financials,Insurance,Insurance,Insurance Brokers
3953406840,Pharmalink Consulting INC..,,,,
1262844168,Migosa Enterprises Inc.,,,,
111957071,"Columbia Artists Management, Inc.",Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
1365944482,"Gac Strategic Advisors, LLC",,,,
2482457020,Institute For American Values,,,,
2240278699,"First Choice Medical Supply, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors
2684685713,"Cline Davis & Mann, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
4090264704,Exacta International Inc,,,,
3264976705,"Hanac, Inc.",,,,
72272476,"Something Unique, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Commercial Printing
3139263720,"K2 Intelligence, LLC",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4260450486,Storopack Inc.,Materials,Materials,Chemicals,Commodity Chemicals
1519231545,Jewelry 47 Inc.,Consumer Discretionary,Retailing,Distributors,Distributors
1672874789,Nomura Asset Capital Corp,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
118837003,"Sandals Emerald Bay, Great Exuma",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
656858309,"Centurion Group, LLC",,,,
1672114042,"Crown Media United States, LLC",Communication Services,Media and Entertainment,Media,Cable and Satellite
3644585962,Freeport Public School District,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
1719254264,"Union Square Hospitality Group, LLC",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
3429229510,"Alan Gray, Inc.",Financials,Insurance,Insurance,Insurance Brokers
374505494,"Global Thematic Partners Holdings, Llc",,,,
909793326,"Rollins, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services
874912901,"Roy Rogers Franchise Company, LLC",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
2387249948,"Bayonne Medical Center, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
2037757692,Advantage Engineers LLC,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
1423119915,Tramontano Business Holdings Inc.,,,,
2622069612,"Planet Hollywood, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4241653340,American Chef Inc,,,,
3127430371,"ColdLight Solutions, LLC",Information Technology,Software and Services,Software,Application Software
1854201648,Chubb & Son Inc.,Financials,Insurance,Insurance,Property and Casualty Insurance
1844718297,Munchy Food Industries Sdn Bhd,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
4275996570,"First Atlantic Capital, Ltd.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3049107916,"CTM Media Group, Inc.",Communication Services,Media and Entertainment,Media,Advertising
3474918942,Flexis Capital LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1931602404,The Holy Spirit Association For The Unification Of World Christianity,,,,
1726754425,Maimonides Medical Center Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
1658500750,"Thomas J. Fallon, D.D.S., P.C.",,,,
3981598470,Orange County-Poughkeepsie Limited Partnership,Communication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
3722827471,International Herald Tribune S.A.S.,Communication Services,Media and Entertainment,Media,Publishing
1306993166,"Independent Living Systems, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
2858305416,SDI International Corp.,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
960351891,OceanFirst Bank,Financials,Banks,Banks,Regional Banks
2127435858,The Estée Lauder Companies Inc.,Consumer Staples,Household and Personal Products,Personal Products,Personal Products
139021790,Balyasny Asset Management L.P.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3271447156,JANA Partners LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
817033202,"Dynamic Logic, Inc.",Information Technology,Software and Services,Software,Application Software
3029089675,masActivo,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
608771571,Imperial Pools Inc,Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products
3994594621,"Omaha Steaks, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
1300270778,"Taylor Global, Inc.",Communication Services,Media and Entertainment,Media,Advertising
2619243155,"Trauner Consulting Services, Inc.",,,,
2018811142,"A-1 Sewer & Drain Service, Inc.",,,,
290638574,St Gabriels System,,,,
3992143742,"The Tennis Channel, Inc.",Communication Services,Media and Entertainment,Media,Broadcasting
2281024139,Artio Global Management LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2258161077,Fine Print (Services) Ltd,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Commercial Printing
2463610835,"The Navigators Group, Inc.",Financials,Insurance,Insurance,Property and Casualty Insurance
807224266,SecureWatch24 LLC,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Security and Alarm Services
1463341876,"Vascular Magnetics, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology
583393161,"Chester County Nissan, Llc",,,,
3253362132,"Hoorwitz, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
3204826798,Avatar New York LLC,,,,
1864710442,"Taube Management Realty, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Development
227948624,DataCation LLC,Information Technology,Software and Services,Software,Application Software
2963385999,"Garcia Marble & Tile, Inc.",,,,
3010976615,The Pennsylvania Biotechnology Association,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
3963987564,U N Millennium Plaza,,,,
1782013550,"AdvantageWare, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
2240739752,"Micromax Computer Intelligence, Inc.",Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals"
498681450,Agusta Aerospace Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense
216254953,"Hearst Business Publishing, Inc.",Communication Services,Media and Entertainment,Media,Publishing
1487171996,"Cafe Concepts, Inc.",,,,
3620421716,URS Corporation - New York,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
369114668,"Griswold International, LLC",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
2062767514,"Gibar, Inc",,,,
1816906835,"Concepts Of Independent Choices, Inc.",,,,
3991158318,Ullink Inc.,,,,
1347641023,"Gotham Asset Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
530428845,"Advance Digital, Inc.",Communication Services,Media and Entertainment,Media,Publishing
3580574399,Renin Corp. U.S.,Industrials,Capital Goods,Building Products,Building Products
3980067882,"Philadelphia Mortgage Advisors, Inc",,,,
4006848301,Real Underwear Inc.,,,,
342128278,Met Electric Inc.,,,,
1918858886,Network Systems Engineering Corp.,,,,
1040874795,Willow Ridge Nursing & Rehabiliation Center,,,,
459259172,"AXA Distributors, LLC",Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data
1094633389,Hollow Brook Wealth Management LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1909345506,"Legal Options, Inc.",,,,
2940943418,"Kane Warehousing, Inc.",,,,
2287766403,American Federation of Labor and Congress of Industrial Organizations,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
1413569675,"Bragard, Inc.",,,,
3153738928,"Crain Communications, Inc.",Communication Services,Media and Entertainment,Media,Publishing
3659080669,Marks Paneth LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1064886408,"Direct Meds, Inc.",,,,
662474904,Auto Collision Inc.,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
521992404,"Brinton Eaton Associates, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
543053311,"IVYREHAB Network, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities
1998578407,Belgium Diamond Inc,Consumer Discretionary,Retailing,Distributors,Distributors
3920853562,Euless Gold & Silver Incorporated,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
1904109681,Managed Funds Association,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
1106190756,Kinetix Trading Solutions Inc.,Information Technology,Software and Services,Software,Application Software
2838708363,CBS Television Distribution Group,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
1616412917,"Rubenstein Associates, Inc.",Communication Services,Media and Entertainment,Media,Advertising
1188023951,"NARS Cosmetics, Inc.",Consumer Staples,Household and Personal Products,Personal Products,Personal Products
3837664741,"Riverview Surgical Center, LLC",,,,
815373537,Modular Space Corporation,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
2995869710,Central Coast Alliance United for a Sustainable Economy,,,,
3581773442,Helen M Simpson Rehabilitation Hospital,,,,
3595751584,Shikiar Asset Management Inc.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
593283987,"Jim Wachtler, Inc.",,,,
2539795186,"Holding Capital Group, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1056803438,"Marsalle, Inc.",,,,
1352872855,"Pediatric Neurology Of Queens, P.C.",,,,
824259118,"ING Clarion Realty services, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
2061712761,"White Oak Commercial Finance, LLC",Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
3638166822,"Saccardi & Schiff, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2360865787,East Side Jersey Dairy Inc.,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
726619524,CTL Capital LLC,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
267575453,"Rizk Ventures, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3873200631,"Robert Kaufman Co., Inc.",Consumer Discretionary,Retailing,Distributors,Distributors
161963346,A-Tech Suburban Inc.,Industrials,Transportation,Road and Rail,Trucking
4180566402,"Emtec, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
2213863326,Model Cleaners Uniforms & Apparel LLC,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
3319421998,"Pizza Roma, Inc.",,,,
3281627385,Luigi Borrelli LLC,,,,
3053749192,Malane & Soderlund,,,,
480012112,"The Olnick Organization, Inc.",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Development
667464669,Glen Cove Pharm LLC,,,,
2479235685,"Levicoff, Silko & Deemer, P.C.",,,,
619067923,"Lissa, Inc.",,,,
4122812265,"J. Goldman & Co., L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1935613652,Anderson DDB Health & Lifestyle,Communication Services,Media and Entertainment,Media,Advertising
4107641697,Leathwaite International Limited,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
3571324691,Radmd,,,,
551228647,Jacoby Electric Corp.,,,,
1170861256,SNH Medical Office Properties Trust Inc.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3905818883,"GLUON Software, Inc.",Information Technology,Software and Services,Software,Application Software
3164844113,"MyClean, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services
1959355632,"Novel Laboratories, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals
4181996363,"Merit Software, Inc.",Communication Services,Media and Entertainment,Entertainment,Interactive Home Entertainment
1029454158,"Vitamin Blue, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products
3313164518,Palate Wizards LLC,Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
843559028,Sidewalk Labs LLC,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
2730021757,Argus Research Company,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4125150590,"Carrington Fox USA, Inc.",,,,
3021583358,Home Insurance Co. of New York,,,,
1405311648,York Capital Management,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
5545003,John G. Burns Ltd.,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
2899789551,"SRDS, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
1031008386,P. Agnes Inc.,,,,
699353124,"Magic Textiles, LLC",,,,
1914731874,Holiday Inn Express Times Square,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
4071173002,Philadelphia Weekly Holdings Ltd,Communication Services,Media and Entertainment,Media,Publishing
3184441892,The Tioga Group Inc.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
884588444,"Cyprium Investment Partners, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
985576808,"Vosges, Ltd.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
335907981,Amphion Innovations Plc,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1518506949,Taylor Grey Inc.,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
3784352494,Umatrin Holding Limited,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
2634630631,"Kobalt Music Publishing America, Inc.",,,,
1013892924,Kanha Capital LP,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3693574271,Normandy Real Estate Partners,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
646461088,Gourmet Buffet Inc,,,,
2256933536,Phil's Dry Cleaning,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
2782320270,"Meyer Ventures, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4283086970,"Phoenix Realty Group, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2981711512,New York Division Of Military And Naval Affairs,,,,
775783994,"Apple-Metro, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
2676949984,"Outlet Wines & Liquors, Inc.",,,,
2405440526,Weber Gallagher Simpson Stapleton Fires & Newby LLP,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
1603329015,"Spencer Capital Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3020373493,"Bion Environmental Technologies, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services
1703033877,Access Self Storage Inc,,,,
1758509900,Midea America Corp.,Consumer Discretionary,Retailing,Distributors,Distributors
2323692556,Citi Private Bank,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2500120087,Hertlin House,,,,
2472319020,Joey Giuntoli LLC,,,,
808828211,Peer Support & Advocacy Network,,,,
1971736846,"Muirfield Capital Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3861140528,Private Export Funding Corporation,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
2936011009,"Fielder Capital Group, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1587738966,Crescent Park Corporation,,,,
3675830718,"Amici Capital, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2220933314,Proskauer Rose LLP,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
3245489146,"Jump Trading, LLC",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
1530541537,Hannah Enterprise LLC,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
1715049638,"Continental Exchange Solutions, Inc.",Financials,Diversified Financials,Consumer Finance,Consumer Finance
2796503040,"SMSB Consulting Group, Inc.",Communication Services,Media and Entertainment,Media,Advertising
567141823,Kleinbard Bell & Brecker LLP,,,,
3277205303,"Screen Savers, Inc.",Industrials,Capital Goods,Building Products,Building Products
1279694512,"VivoMetrics, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment
3094875293,Freehold Raceway,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Leisure Facilities
3448695749,Lagrange Point LLC,,,,
1605413630,New York Community Bank,Financials,Banks,Banks,Regional Banks
1836503583,Urgentisimo Productions Inc.,,,,
2768656170,"Senior Living Options, Inc.",,,,
3218967816,"American Mortgage Consultants, Inc.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
2791557460,PEF Israel Endowment Funds,,,,
578473978,True North Inc.,Communication Services,Media and Entertainment,Media,Advertising
1575470782,Simlab.net,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers
58385136,Real Optical Purchasing Corp.,,,,
2352102162,"Douglas Elliman, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
1635166716,"Franklin Mutual Advisers, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1246768848,"Summit Realty Advisors, LLC",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services
1991588929,"GlobalServe, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
601950330,Masterworks Development Corporation,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
3068350084,Rockrose Development Corp.,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
2849777089,Corporacion Espanola de Transporte S.A.,Industrials,Transportation,Road and Rail,Trucking
2821218687,"BioClinica, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services
394270292,STAR Healthcare,Health Care,Health Care Equipment and Services,Health Care Technology,Health Care Technology
96003341,"Locust Wood Capital Advisers, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3309942997,"Conestoga Capital Advisors, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
4280150963,"Etf Services, Incorporated",,,,
1725406785,Billboard Information Group,Communication Services,Media and Entertainment,Media,Publishing
305982003,"Lsv Advisors, Llc",,,,
3033296248,Quantedge Capital Usa Inc.,,,,
123709483,"OHR Pharmaceutical, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology
2268231116,Tinicum Incorporated,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
2704557686,Outfront Media VW Communications LLC,Communication Services,Media and Entertainment,Media,Advertising
2275410855,"Alexia Crawford Retail, LLC",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
2035289622,"Infotech Solutions FB, Inc.",,,,
2915587095,Allied Building Corporation,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering
1762969615,Berks Products Corp.,Materials,Materials,Construction Materials,Construction Materials
1687313462,MTV Networks On Campus Inc.,Communication Services,Media and Entertainment,Media,Broadcasting
2573485306,Eyetique Corporation,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
3044566734,"Mangia 57, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
940736719,"Guardian Service Industries, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Environmental and Facilities Services
770615120,Nobu Berkeley Street Limited,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
4241261960,Wendbing Corporation,,,,
1624472118,"HT Capital Advisors, LLC",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
1093055623,Medallion Financial Corp.,Financials,Diversified Financials,Consumer Finance,Consumer Finance
1588698084,Tribal Worldwide,,,,
74000121,"Brookline Group, LLC",Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage
1919242062,New York Women In Communications Foundation,,,,
398923598,"North 6th Agency, Inc.",Communication Services,Media and Entertainment,Media,Advertising
1027586933,Goldberg Weprin Finkel Goldstein LLP,,,,
1030162747,Baskir Capital,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
1280239363,Elegant Occasions LLC,,,,
2119156983,Dindo Architect Pc,,,,
2405073616,"Philadelphia Technology Park, LLC",Information Technology,Software and Services,IT Services,Internet Services and Infrastructure
1207893024,"Salsa Systems, Inc.",Information Technology,Software and Services,Software,Systems Software
363868992,Skirball Foundation,,,,
3359785514,"Coltrane Asset Management, L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
153566333,"Kelly Waters, Inc.",,,,
3516837503,"Empire Valuation Consultants, LLC",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
4225334497,Idfc Capital (Usa) Inc.,,,,
3848973316,"A & T Healthcare, L.L.C.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
1457301976,Riverview Ridge LLC,,,,
2214707922,American Dry Ice Corporation,,,,
3298580621,"Polek & Polek, Inc.",,,,
3178523732,Phase Five Communications Inc,,,,
2335489154,"Horizon Media, Inc.",Communication Services,Media and Entertainment,Media,Advertising
2274459232,"Enhanced Equity Fund, L.P.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
955114893,"Senorita's Mexican Restaurant, LLC",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
3211071033,North Town Volvo Buffalo,,,,
308517165,"Noodle Partners, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services
1240300886,Pro Line Paint Company,,,,
3131324710,"'21' Club, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants
2152451959,"Strauss Paper Company, Inc.",Consumer Discretionary,Retailing,Distributors,Distributors
65977931,James Candy Company,,,,
549308927,Gerber Products Company,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
2540324310,Concerned Dental Care,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
1952222452,"Instart Logic, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services
4141927548,Upwork Global Inc.,Industrials,Commercial and Professional Services,Professional Services,Human Resource and Employment Services
1275990055,Broadway Pizza,,,,
3098912960,Andrew M. Schwartz LLC,,,,
249453117,"Lubert-Adler Partners, LP",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
586415155,"Kobe Steel USA, Inc.",Materials,Materials,Metals and Mining,Aluminum
162600531,"Salem Associates, L.L.C.",,,,
230840933,IMG Models Inc.,Communication Services,Media and Entertainment,Entertainment,Movies and Entertainment
971996711,Rizzoli International Publications Inc.,Communication Services,Media and Entertainment,Media,Publishing
1708970422,"Star Editorial, Inc.",Communication Services,Media and Entertainment,Media,Publishing
290949328,"WSE International, Inc.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
1400064042,Pennsylvania Office of Attorney General,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
601064922,Oklahoma Department of Human Services,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services
403556851,Invention Submission Corporation,,,,
3519682680,Coty Germany GmbH,Consumer Staples,Household and Personal Products,Personal Products,Personal Products
4288931284,"Mitsubishi Gas Chemical America, Inc.",Materials,Materials,Chemicals,Commodity Chemicals
1364453669,"SBK Preserves, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats
2336263109,Omnicom Media Group Holdings Inc.,Communication Services,Media and Entertainment,Media,Advertising
3995263238,"Alternative Investment Management, LLC",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3826783468,Pacific College of Oriental Medicine,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
1262676666,NewOak Capital Markets LLC,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3788781369,"Dstillery, Inc.",Information Technology,Software and Services,Software,Application Software
2533991669,"Gabrellian Associates, L.L.C.",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Development
699932674,Residence Inn Long Island Holtsville,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines"
3025538444,Dynamic Physical Therapy & Aquatic Rehabilitation,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services
3255981607,Select Office Suites,Real Estate,Real Estate,Real Estate Management and Development,Real Estate Operating Companies
768682476,Andrew Bernstein Inc,,,,
4278002554,USM U. Schaerer Sons Inc.,,,,
693321797,Beta Leo Investments LLC,,,,
61686353,Hulse Associates Inc.,,,,
798450150,Credit Lenders Service Agency Inc.,Financials,Diversified Financials,Diversified Financial Services,Specialized Finance
3539001392,"Transportation Group 1, Inc.",,,,
4130040567,"Brand Marketers, Inc",,,,
3702556366,AVL Digital Group,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals"
3211093161,Consolidated National Insurers,,,,
3203366359,PGIM Real Estate,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks
3806306282,"Pelino & Lentz, P.C.",Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services
